Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
  730    48.645    97.878    97.878   179.378    11.659   188.261     0.530   509.808    10.386     0.400     0.297     0.183  1756.190
  732    45.966    98.175    98.175   178.014    12.950   190.461     0.599   415.652    10.223     0.514     0.495     0.490  1802.905
  733    46.010    99.545    99.545   179.557    15.128   190.280     0.692   342.489    10.669     0.377     0.174     0.027  2999.991
  734    42.170    96.416    96.416   173.704    12.548   134.249     0.592   242.453    10.058     0.403     0.260     0.779  1181.142
  735    49.400    99.057    99.057   181.145    12.763   255.352     0.477   424.058     9.975     0.196     0.681     0.753  1399.375
  737    46.166    97.117    97.117   176.975    12.496   193.309     0.582   404.606    10.823     0.361     0.300     0.302  1662.542
  739    43.196    99.350    99.350   177.605    12.584   215.721     0.680   317.385    12.766     0.297     0.372     0.313  1710.746
  740    42.408    99.447    99.447   177.233    15.325   169.551     0.644   295.971    13.255     0.297     0.251     0.622  1469.411
  741    44.404   102.435   102.435   181.804    11.667   256.701     0.732   583.847    13.088     0.412     0.085     0.409  2525.359
  743    43.962   101.755   101.755   180.770    15.382   181.772     0.625   505.125    14.540     0.428     0.682     0.628  1502.853
  744    35.158   117.613   117.613   194.388    12.461   214.436     0.897   324.735    13.651     0.359     0.404     0.736  1603.598
  745    47.055    97.204    97.204   177.633    11.850   249.842     0.604   294.014    10.935     0.481     0.363     0.087  1757.082
  747    39.458   106.426   106.426   183.459    14.328   207.207     0.776   422.688    13.439     0.317     0.452     0.658  1734.173
  748    41.222   100.748   100.748   177.983    13.977   219.254     0.704   556.282    10.754     0.025     0.424     0.356  1339.045
  750    43.806   102.260   102.260   181.245    16.408   244.165     0.678   362.946    14.420     0.290     0.649     0.607  1842.965
  751    49.755    99.412    99.412   181.759    15.890   247.563     0.511   441.719    11.154     0.232     0.495     0.144  1715.096
  752    47.619    97.747    97.747   178.584    18.871   205.754     0.494   493.768     9.659     0.347     0.523     0.516  1327.702
  754    47.026    98.656    98.656   179.208    13.992   221.593     0.626   412.777    11.107     0.321     0.358     0.452  2386.414
  756    45.699   101.434   101.434   181.468    15.504   209.525     0.607   602.995    14.394     0.210     0.640     0.480  1651.337
  757    44.407    98.724    98.724   177.653    16.249   224.364     0.643   278.991     9.105     0.473     0.184     0.368  1767.420
  758    43.761    99.559    99.559   178.185    10.132   238.018     0.672   314.630     9.307     0.184     0.078     0.276  1750.577
  759    40.416   101.682   101.682   178.563    14.083   260.464     0.701   305.774     9.043     0.138     0.261     0.382  1027.327
  760    46.874    99.689    99.689   180.254    13.332   278.369     0.594   433.314    13.578     0.077     0.100     0.190  1626.959
  762    44.285    99.391    99.391   178.319    15.737   236.251     0.653   386.066    12.600     0.287     0.512     0.484  1709.982
  763    48.351    97.790    97.790   179.095    11.295   260.621     0.541   237.467    11.162     0.187     0.135     0.524  1784.085
  765    42.066    99.858    99.858   177.487    16.172   219.684     0.679   423.456    12.065     0.353     0.226     0.560  1390.981
  766    43.359    98.881    98.881   177.181    14.513   245.300     0.696   576.168    11.583     0.158     0.111     0.163  1664.816
  768    46.190    97.980    97.980   177.939    14.270   231.127     0.624   393.350    10.968     0.292     0.341     0.409  2001.433
  769    43.758   104.655   104.655   183.931    15.211   155.047     0.594   616.121    16.202     0.645     0.363     0.064  1198.985
  771    47.084   100.527   100.527   181.312    16.414   229.357     0.657   750.246    12.711     0.314     0.655     0.328  2538.802
  772    43.687   100.985   100.985   179.738    14.284   107.230     0.579   789.843    13.961     0.612     0.775     0.146  1271.661
  773    37.518   104.730   104.730   180.383    14.937   105.232     0.753   629.253    13.353     0.677     0.713     0.131  1092.657
  775    45.305   100.301   100.301   179.962    15.377   204.775     0.646   528.287    13.415     0.291     0.448     0.397  2007.216
  777    46.524    99.831    99.831   180.192    12.998   176.866     0.625   596.708    12.747     0.301     0.704     0.348  2227.554
  778    45.159    97.534    97.534   176.802    10.315   193.747     0.565   578.348     9.363     0.709     0.481     0.130  1207.207
  780    46.300    99.291    99.291   179.455    15.573   191.423     0.625   675.372    12.201     0.390     0.583     0.292  2022.794
  781    42.002   101.347   101.347   179.130    17.119   101.245     0.650   558.282    10.902     0.961     0.667     0.219  1402.891
  782    43.677    96.751    96.751   175.012    11.474   127.520     0.544   703.983     9.535     0.676     0.809     0.000  1054.822
  783    44.773    99.541    99.541   178.786    14.038   149.984     0.626   657.651    11.401     0.649     0.758     0.294  1748.446
  784    44.986   100.731   100.731   180.245    11.230   147.529     0.665   792.458    13.458     0.364     0.890     0.081  2210.505
  785    45.485    96.968    96.968   176.383    15.541   143.106     0.566   719.320     9.679     0.534     0.347     0.022  1445.464
  786    45.367   101.338   101.338   181.158    15.886   101.524     0.585   667.001    13.433     0.689     0.689     0.067  1692.060
  788    41.264   100.088   100.088   177.262    14.067   129.466     0.671   611.227    12.294     0.600     0.658     0.180  1332.827
  789    42.104   100.251   100.251   177.953    11.357   162.499     0.635   726.908    14.453     0.386     0.987     0.134  1109.293
  790    42.990    98.579    98.579   176.617    12.706   200.390     0.632   561.857     9.360     0.352     0.566     0.365  1264.731
  791    46.735    98.804    98.804   179.189    12.242   176.413     0.613   771.653    10.757     0.610     0.319     0.145  1946.495
  792    45.583    99.105    99.105   178.804    10.973   128.772     0.540   755.676    11.766     0.654     0.491     0.257  1344.580
  794    42.337   104.041   104.041   182.389    15.784   230.219     0.739   404.012    15.289     0.322     0.468     0.419  2033.007
  795    48.528   108.531   108.531   191.175    15.330   144.468     0.456   773.336    15.257     0.382     0.214     0.424  1327.554
  796    40.554   103.281   103.281   180.470    12.913   174.483     0.739   519.636    11.420     0.375     0.326     0.357  1664.396
  797    48.898    99.611    99.611   181.435    12.608   200.742     0.558   317.705    12.283     0.094     0.399     0.659  2337.402
  798    44.060    97.315    97.315   175.874    13.589   246.556     0.615   489.579    12.100     0.382     0.493     0.166  1167.727
  799    44.684    97.669    97.669   176.654    13.266   189.711     0.614   542.389     9.816     0.507     0.483     0.215  1494.534
  801    42.026   102.044   102.044   179.933    13.825   195.207     0.725   474.450    12.676     0.394     0.579     0.345  1855.204
  802    40.949   101.888   101.888   179.115    13.179   152.303     0.695   466.621    10.065     0.419     0.500     0.330  1466.506
  804    44.972   101.390   101.390   180.974    14.044   217.606     0.680   492.226    13.395     0.426     0.370     0.485  2324.267
  806    43.891   100.717   100.717   179.561    14.220   212.967     0.689   499.663    12.766     0.424     0.408     0.389  1974.830
  807    42.776   100.193   100.193   178.295    13.167   237.297     0.682   647.855     9.397     0.517     0.314     0.215  1323.402
  809    43.792   101.039   101.039   179.862    14.691   193.865     0.690   431.590    12.448     0.418     0.582     0.425  2149.764
  810    42.220    99.321    99.321   176.977    12.353   220.095     0.681   464.546     9.032     0.425     0.243     0.035  1257.836
  811    45.567    96.676    96.676   176.114    14.533   253.654     0.607   526.494    10.047     0.515     0.460     0.098  1347.802
  812    44.238    99.589    99.589   178.511    13.680   268.928     0.607   404.412    14.114     0.250     0.200     0.064  1115.450
  813    42.361   101.681   101.681   179.722    11.826   257.567     0.743   291.954    14.540     0.489     0.126     0.183  1582.376
  814    42.131   100.990   100.990   178.803    15.217   197.259     0.675   850.415    10.949     0.555     0.802     0.519  1340.340
  815    44.915   100.205   100.205   179.614    10.923   191.497     0.653   766.293    12.956     0.524     0.080     0.326  1868.658
  817    43.034    99.930    99.930   178.156    13.688   201.312     0.686   536.529    11.653     0.440     0.484     0.303  1667.434
  818    48.395   111.754   111.754   194.775    17.530   176.733     0.387   501.454    14.152     0.632     0.683     0.523  1000.030
  819    41.335   102.952   102.952   180.555    19.171   124.329     0.671   289.548     9.115     0.765     0.359     0.483  1658.510
  821    44.725    99.983    99.983   179.251    17.478   186.990     0.657   528.595    11.093     0.436     0.441     0.488  2105.625
  823    40.495   106.250   106.250   183.851    14.725   208.782     0.800   435.597    11.830     0.324     0.343     0.304  2259.341
  824    44.230    99.535    99.535   178.445    15.561   157.403     0.611   461.276     9.211     0.678     0.745     0.339  1530.852
  826    43.713   101.015   101.015   179.787    16.820   215.527     0.669   448.035    12.617     0.408     0.670     0.665  1817.208
  828    46.451    99.565    99.565   179.853    17.739   213.311     0.591   445.223    12.668     0.186     0.622     0.576  1800.708
  830    46.573    98.999    98.999   179.303    14.118   189.016     0.578   503.716    11.877     0.495     0.545     0.590  1732.457
  832    42.707   101.462   101.462   179.682    15.573   204.782     0.711   431.855    11.771     0.354     0.410     0.426  2001.403
  833    43.431   102.500   102.500   181.291    18.583   178.836     0.615   566.646    15.033     0.612     0.429     0.436  1260.329
  835    45.344   100.826   100.826   180.571    17.703   200.409     0.605   571.761    13.826     0.387     0.598     0.446  1578.653
  836    45.644   102.977   102.977   183.164    16.735   149.853     0.506   476.751    13.773     0.593     0.824     0.535  1165.304
  838    45.027    99.659    99.659   179.075    13.796   181.790     0.620   538.825    12.858     0.528     0.444     0.345  1677.202
  840    45.193    99.247    99.247   178.720    17.052   186.609     0.604   523.571    12.554     0.436     0.521     0.468  1617.776
  841    44.485    96.892    96.892   175.672    14.036   175.334     0.516   418.368     9.297     0.718     0.177     0.620  1009.556
  843    47.046    98.731    98.731   179.303    14.100   247.229     0.618   333.880    12.089     0.276     0.428     0.441  2191.081
  845    46.116    98.418    98.418   178.376    16.747   198.985     0.589   454.991    11.749     0.340     0.528     0.501  1719.269
